system:index,BCSMASS,DUSMASS25,OCSMASS,SO4CMASS,SO4SMASS,SSSMASS25,city,datetime,latitude,longitude,.geo
2022080100,3.0468072509393096E-10,1.1243628250667825E-10,1.2323653209023178E-9,4.122216523683164E-6,1.3401413312408295E-9,2.5556801119819283E-9,Pasig,2022-08-01 00:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080101,2.283968569827266E-10,1.0808776096382644E-10,9.272301260132565E-10,4.078742676938418E-6,1.1800723731525409E-9,2.370143192820251E-9,Pasig,2022-08-01 01:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080102,1.936655280587729E-10,1.0845724318642169E-10,7.960370695947461E-10,4.063577307533706E-6,1.0795790927886628E-9,2.2391759557649493E-9,Pasig,2022-08-01 02:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080103,1.7570300769875757E-10,1.0837197805813048E-10,7.273683877428994E-10,4.2558408495096955E-6,1.0909415593118865E-9,2.1072992240078747E-9,Pasig,2022-08-01 03:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080104,1.680859895714093E-10,1.0859935173357371E-10,7.053132522472083E-10,4.492814241530141E-6,1.2000849203275266E-9,2.0581865101121366E-9,Pasig,2022-08-01 04:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080105,1.6854073692229576E-10,1.091962076316122E-10,7.191832684938504E-10,4.5798792598361615E-6,1.2287370010355403E-9,2.077286342938578E-9,Pasig,2022-08-01 05:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080106,1.8314949556952342E-10,1.1181100489920937E-10,8.001279638847336E-10,5.3549447329714894E-6,1.3128569342768515E-9,2.2246240405365825E-9,Pasig,2022-08-01 06:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080107,2.1373125491663814E-10,1.1525003174028825E-10,9.56333678914234E-10,5.684727511834353E-6,1.4911211154711168E-9,2.5156623451039195E-9,Pasig,2022-08-01 07:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080108,2.4226665118476376E-10,1.227817847393453E-10,1.097305357689038E-9,5.415984560386278E-6,1.8244528110500369E-9,2.85126589005813E-9,Pasig,2022-08-01 08:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080109,2.999058779096231E-10,1.2948930816492066E-10,1.3833414413966238E-9,5.794853223051177E-6,2.120040143438473E-9,3.230525180697441E-9,Pasig,2022-08-01 09:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080110,3.796003511524759E-10,1.3574208423960954E-10,1.7457750800531358E-9,5.6250873967655934E-6,2.5247672841288704E-9,3.573404683265835E-9,Pasig,2022-08-01 10:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080111,4.3655748460658117E-10,1.3102408047416247E-10,1.9590515876188874E-9,4.922250809613615E-6,2.1200441402413617E-9,3.7052814150229096E-9,Pasig,2022-08-01 11:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080112,4.843059286940843E-10,1.261923898709938E-10,2.1254891180433333E-9,4.957177225151099E-6,2.190978509730712E-9,3.816239768639207E-9,Pasig,2022-08-01 12:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080113,5.318270268617198E-10,1.227817847393453E-10,2.296474121976644E-9,4.96359507451416E-6,2.195542636584946E-9,3.8980942917987704E-9,Pasig,2022-08-01 13:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080114,5.725269147660583E-10,1.2073542166035622E-10,2.4301698431372643E-9,4.528881618170999E-6,1.7912782368512126E-9,3.918103175237775E-9,Pasig,2022-08-01 14:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080115,5.923084245296195E-10,1.1942802302655764E-10,2.4783730623312294E-9,4.388874458527425E-6,1.8039841842565352E-9,3.8344296626746655E-9,Pasig,2022-08-01 15:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080116,6.007212505210191E-10,1.169837560155429E-10,2.4774635676294565E-9,4.161598099017283E-6,1.6534659197375845E-9,3.5806806408800185E-9,Pasig,2022-08-01 16:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080117,6.032223609508947E-10,1.1394263310648967E-10,2.4556356947869062E-9,3.888661922246683E-6,1.1441534386591456E-9,3.2969187380160747E-9,Pasig,2022-08-01 17:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080118,6.032223609508947E-10,1.1144152267661411E-10,2.431079337839037E-9,4.0600771171739325E-6,1.2887655387316954E-9,3.056811692658812E-9,Pasig,2022-08-01 18:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080119,6.102709448896348E-10,1.1058887139370199E-10,2.4474509086047647E-9,4.110410827706801E-6,1.4329291087022966E-9,2.914021024480462E-9,Pasig,2022-08-01 19:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080120,6.284608944362446E-10,1.1056044968427159E-10,2.515663899416154E-9,3.981571353506297E-6,1.145991967987925E-9,2.8230715543031693E-9,Pasig,2022-08-01 20:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080121,6.493792170658708E-10,1.1041834113711957E-10,2.599335857667029E-9,4.1150383367494214E-6,1.4219967425788127E-9,2.7275746106170118E-9,Pasig,2022-08-01 21:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080122,6.373286898231356E-10,1.113562575483229E-10,2.556590050772911E-9,4.223512860335177E-6,1.7225944004550797E-9,2.70210875896737E-9,Pasig,2022-08-01 22:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080123,3.5584082902495595E-10,1.1110046216344927E-10,1.447917563623946E-9,4.214743057673331E-6,1.5366216077339345E-9,2.220076567027718E-9,Pasig,2022-08-01 23:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080200,2.1469759303727187E-10,1.0510348147363402E-10,8.99490260053426E-10,4.433535195857985E-6,1.2237314495067153E-9,1.557509787808442E-9,Pasig,2022-08-02 00:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080201,1.9400658857193775E-10,1.0027179087046534E-10,8.285496733151376E-10,4.847022410103818E-6,1.313327779861595E-9,1.3724285041760709E-9,Pasig,2022-08-02 01:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080202,1.9053914002142847E-10,9.808331924432423E-11,8.237749371531322E-10,5.077722562418785E-6,1.525251258627236E-9,1.389258930117876E-9,Pasig,2022-08-02 02:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080203,1.8633272702572867E-10,9.057998795469757E-11,8.192273526219651E-10,5.018126557843061E-6,1.717583852922644E-9,1.3224052963778377E-9,Pasig,2022-08-02 03:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080204,1.8496848497306928E-10,8.799361239653081E-11,8.203642209991813E-10,5.331955890142126E-6,1.9099470893735315E-9,1.2896634871140122E-9,Pasig,2022-08-02 04:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080205,1.8781065591610968E-10,8.736833478906192E-11,8.385541705457911E-10,5.606012109637959E-6,2.070933202702463E-9,1.2846612662542611E-9,Pasig,2022-08-02 05:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080206,2.0401103029143997E-10,8.733991307963151E-11,9.210907592205331E-10,6.471208052971633E-6,2.272829702221202E-9,1.4429133443627506E-9,Pasig,2022-08-02 06:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080207,2.247588781756349E-10,8.992628863779828E-11,1.019998308038339E-9,7.381156592600746E-6,2.6548216958133253E-9,1.6880221664905548E-9,Pasig,2022-08-02 07:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080208,2.298179424542468E-10,9.211476026393939E-11,1.0400071914773434E-9,7.423645911330823E-6,2.934952725297535E-9,1.7598722479306161E-9,Pasig,2022-08-02 08:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080209,2.511342245270498E-10,9.580958248989191E-11,1.1450538295321167E-9,9.740556379256304E-6,3.1614098006116365E-9,1.8458194972481579E-9,Pasig,2022-08-02 09:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080210,3.121840563835576E-10,9.944756129698362E-11,1.4415491023100913E-9,1.1372753760952037E-5,3.292394579190727E-9,1.9699655240401626E-9,Pasig,2022-08-02 10:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080211,3.866489350912161E-10,1.0362555258325301E-10,1.8017090042121708E-9,1.1085137884947471E-5,3.3660996212603322E-9,2.0827428670600057E-9,Pasig,2022-08-02 11:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080212,4.6270542952697724E-10,1.0970779840135947E-10,2.168235369026661E-9,1.3507838957593776E-5,3.657085079211697E-9,2.180968294851482E-9,Pasig,2022-08-02 12:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080213,5.275069825394496E-10,1.1601741789490916E-10,2.4792827790776073E-9,1.5098277799552307E-5,4.0781973353887224E-9,2.2719177650287747E-9,Pasig,2022-08-02 13:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080214,5.809400183132141E-10,1.248281478183344E-10,2.7521320777879055E-9,1.4396415281225927E-5,4.8531219043468354E-9,2.4383552954532206E-9,Pasig,2022-08-02 14:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080215,6.302798283286393E-10,1.3096723705530167E-10,2.991328074131161E-9,1.6118956409627572E-5,5.3187334536630715E-9,2.5138433557003736E-9,Pasig,2022-08-02 15:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080216,6.759819370927289E-10,1.354578671453055E-10,3.204149834346026E-9,1.6859490642673336E-5,5.857183627000495E-9,2.547494659665972E-9,Pasig,2022-08-02 16:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080217,7.210019803416401E-10,1.4125589586910792E-10,3.417882199485689E-9,1.5481784430448897E-5,6.18098505711373E-9,2.6020643417723477E-9,Pasig,2022-08-02 17:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080218,7.52834405925995E-10,1.4591705621569417E-10,3.5734091241579335E-9,1.6168798538274132E-5,6.375569405747683E-9,2.634806151036173E-9,Pasig,2022-08-02 18:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080219,7.74435127137707E-10,1.483044798078481E-10,3.68619113011448E-9,1.623905154701788E-5,6.6975518464573724E-9,2.6566340238787234E-9,Pasig,2022-08-02 19:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080220,7.933078638444613E-10,1.4813394955126569E-10,3.7798755236906345E-9,1.4631215890403837E-5,6.552050901831308E-9,2.6557245291769505E-9,Pasig,2022-08-02 20:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080221,8.121787686832249E-10,1.4711076801177114E-10,3.874447873641884E-9,1.4012988685863093E-5,6.34646246666648E-9,2.6420821086503565E-9,Pasig,2022-08-02 21:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080222,8.005827112356201E-10,1.4296119843493216E-10,3.8071479302459466E-9,1.2838810107496101E-5,5.9172009514441015E-9,2.533852239139378E-9,Pasig,2022-08-02 22:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080223,5.891252485845655E-10,1.4483703125733882E-10,2.83217649332812E-9,1.1363760677340906E-5,6.2391936062056175E-9,2.4911059881560504E-9,Pasig,2022-08-02 23:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080300,3.766444933717139E-10,1.277271621802356E-10,1.8017091152344733E-9,1.103781414713012E-5,5.262339453082632E-9,2.0090737962163985E-9,Pasig,2022-08-03 00:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080301,2.926299480510153E-10,1.1121414900117088E-10,1.3933466602722433E-9,1.0532783562666737E-5,4.660265506828409E-9,1.7471407653957272E-9,Pasig,2022-08-03 01:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080302,2.6034308042710563E-10,1.0118128557223827E-10,1.2596532705799746E-9,1.0105441106134094E-5,4.110954243685683E-9,1.7034869070897685E-9,Pasig,2022-08-03 02:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080303,2.440856405883096E-10,9.416112334292848E-11,1.2141754268668592E-9,1.0321830814064015E-5,3.8689913495204564E-9,1.7953425412997603E-9,Pasig,2022-08-03 03:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080304,2.2868107407703064E-10,8.614620128355455E-11,1.153239281848073E-9,1.0391439900558908E-5,3.3496827533952E-9,1.912667357828468E-9,Pasig,2022-08-03 04:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080305,2.2117774278740399E-10,8.168399290298112E-11,1.146418071584776E-9,1.0221614502370358E-5,3.098673539980723E-9,2.1364030544646084E-9,Pasig,2022-08-03 05:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080306,3.8198777474462986E-10,1.0220446711173281E-10,2.01271177502349E-9,2.102040707541164E-5,6.0463247741893156E-9,1.7903404314623117E-9,Pasig,2022-08-03 06:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080307,3.636841938714497E-10,1.0390976967755705E-10,1.999978849198669E-9,1.9573510144255124E-5,5.502491795539299E-9,2.8176150301817415E-9,Pasig,2022-08-03 07:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080308,3.476543497527018E-10,1.0405188516360298E-10,1.9826984498649836E-9,1.775451164576225E-5,4.864076696975417E-9,3.865353370713365E-9,Pasig,2022-08-03 08:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080309,3.6334313335828483E-10,1.0257394933432806E-10,2.127308107446879E-9,1.6039573893067427E-5,4.2200571925832264E-9,5.009496817365289E-9,Pasig,2022-08-03 09:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080310,3.888089850079268E-10,9.993073035730049E-11,2.3237589630298316E-9,1.422915647708578E-5,3.5179339441526736E-9,6.157279131002724E-9,Pasig,2022-08-03 10:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080311,3.935838321922347E-10,9.637801667849999E-11,2.408342192339319E-9,1.2424094165908173E-5,2.788537623032994E-9,7.174094207584858E-9,Pasig,2022-08-03 11:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080312,3.7698555388487875E-10,9.237055564881302E-11,2.3474058252759278E-9,1.0851097613340244E-5,2.1091182134114206E-9,7.919879863038659E-9,Pasig,2022-08-03 12:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080313,3.493596800741017E-10,8.810729923425242E-11,2.204615379142183E-9,9.39565052249236E-6,1.5425035693183986E-9,8.476490620523691E-9,Pasig,2022-08-03 13:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080314,3.237801693423137E-10,8.36735125631094E-11,2.065463133860135E-9,8.052847988437861E-6,1.1255015808231406E-9,8.843926480039954E-9,Pasig,2022-08-03 14:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080315,2.992237568832934E-10,7.94670995674096E-11,1.9208528101444244E-9,7.07472918293206E-6,8.367352366533964E-10,8.931237971410155E-9,Pasig,2022-08-03 15:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080316,2.6841462386073545E-10,7.614175956405234E-11,1.7344063962809741E-9,6.389665941242129E-6,6.612033143227336E-10,8.774804882705212E-9,Pasig,2022-08-03 16:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080317,2.4203930526489614E-10,7.437961357936729E-11,1.5756996818439006E-9,5.89421551921987E-6,5.663900459751403E-10,8.49468051455915E-9,Pasig,2022-08-03 17:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080318,2.1901769287069328E-10,7.432277016050648E-11,1.4156285033095628E-9,5.712800884793978E-6,5.481982090493887E-10,8.149072527885437E-9,Pasig,2022-08-03 18:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080319,2.1094592739245854E-10,7.574385563202668E-11,1.3396856957115233E-9,5.668570338457357E-6,6.159568410879501E-10,8.043571142479777E-9,Pasig,2022-08-03 19:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080320,2.105480512160085E-10,7.923972589196637E-11,1.3283171229616642E-9,5.4930678743403405E-6,6.418802156460401E-10,8.203642209991813E-9,Pasig,2022-08-03 20:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080321,2.191313797084149E-10,7.912603905424476E-11,1.3515091268345714E-9,5.3960152399668004E-6,7.050868777724872E-10,7.818016456440091E-9,Pasig,2022-08-03 21:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080322,2.3152324502007104E-10,7.747757990728132E-11,1.3719729796690672E-9,5.225491349847289E-6,7.301027560302487E-10,7.0158421294763684E-9,Pasig,2022-08-03 22:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080323,2.0332892314289808E-10,7.480593922082335E-11,1.1659732068736162E-9,5.013270310882945E-6,6.737221891484069E-10,5.8607838582247496E-9,Pasig,2022-08-03 23:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080400,1.497255652793683E-10,6.94626578479074E-11,8.36735125631094E-10,5.016990144213196E-6,9.040381776515005E-10,4.414687282405794E-9,Pasig,2022-08-04 00:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080401,1.1453948900452815E-10,6.426148502214346E-11,6.523350748466328E-10,4.925355824525468E-6,8.599289613719918E-10,3.5679477150551975E-9,Pasig,2022-08-04 01:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080402,9.293899677631501E-11,5.832134775118902E-11,5.359199195531517E-10,4.693870323535521E-6,5.807153091730299E-10,3.028617356903851E-9,Pasig,2022-08-04 02:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080403,8.341771717823576E-11,5.503864031197736E-11,4.877165338257328E-10,4.600231932272436E-6,4.781672280351756E-10,2.863089321181178E-9,Pasig,2022-08-04 03:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080404,8.031975085032173E-11,5.3162807489570696E-11,4.81122697237879E-10,4.624083430826431E-6,4.627064287276994E-10,2.9294826564552068E-9,Pasig,2022-08-04 04:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080405,8.148504787586219E-11,5.2011728257639334E-11,4.9658416267917E-10,4.707774223788874E-6,4.733932690292875E-10,3.0695457287066574E-9,Pasig,2022-08-04 05:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080406,8.822098607197404E-11,5.275069270282984E-11,5.527454050024971E-10,4.827478733204771E-6,5.279620629572435E-10,3.446075425017625E-9,Pasig,2022-08-04 06:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080407,1.0550138540565968E-10,5.583444817602867E-11,6.818936526542529E-10,4.9082273108069785E-6,6.568834365339171E-10,4.15275280829519E-9,Pasig,2022-08-04 07:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080408,1.2107648217352107E-10,5.488232091011014E-11,7.951259650695874E-10,4.840889232582413E-6,6.355104220645558E-10,4.51291315428648E-9,Pasig,2022-08-04 08:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080409,1.4478018783847801E-10,5.263700586510822E-11,9.156337910098955E-10,4.763144715980161E-6,8.835750464619707E-10,4.320099833421409E-9,Pasig,2022-08-04 09:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080410,1.7314505385002121E-10,4.992273261450464E-11,1.0431904229335487E-9,4.522977178567089E-6,1.0513793169408814E-9,3.887180355377495E-9,Pasig,2022-08-04 10:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080411,2.127649167960044E-10,4.786215868080035E-11,1.2382770364638418E-9,4.101123977306997E-6,9.895371189116986E-10,3.59978002961725E-9,Pasig,2022-08-04 11:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080412,2.5920599000528455E-10,4.632738637155853E-11,1.4574652595911175E-9,3.6423894016479608E-6,1.105038727189367E-9,3.3514879760332406E-9,Pasig,2022-08-04 12:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080413,3.162767825415358E-10,4.516209628491197E-11,1.703938323771581E-9,3.1388217394123785E-6,1.2219173450844778E-9,3.065906639676541E-9,Pasig,2022-08-04 13:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080414,3.872173692798242E-10,4.447997525858227E-11,1.9808794604614377E-9,2.717682264119503E-6,1.3001604237672382E-9,2.736669557634741E-9,Pasig,2022-08-04 14:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080415,4.754383553517982E-10,4.602895842253929E-11,2.3292159312404692E-9,2.5284912226197775E-6,1.7807929575397452E-9,2.520209818612784E-9,Pasig,2022-08-04 15:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080416,5.691163096344098E-10,4.884270765614929E-11,2.6921043172478676E-9,2.4664034299348714E-6,2.1791595194997626E-9,2.3883330868557096E-9,Pasig,2022-08-04 16:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080417,6.452864909078926E-10,4.864375915958341E-11,2.9376678867265582E-9,2.391245971011813E-6,2.141880894868109E-9,2.114575181622058E-9,Pasig,2022-08-04 17:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080418,7.041762728476897E-10,4.949640697304858E-11,3.116838342975825E-9,2.524240926504717E-6,2.448365288287846E-9,1.9235812942497432E-9,Pasig,2022-08-04 18:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080419,7.528342393925413E-10,5.138648881408692E-11,3.268723958171904E-9,2.544363269407768E-6,2.6784778839328283E-9,1.7917045624926686E-9,Pasig,2022-08-04 19:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080420,7.910330168670043E-10,5.431397345767586E-11,3.396053660509324E-9,2.4090008992061485E-6,2.660299314172221E-9,1.7453203327022493E-9,Pasig,2022-08-04 20:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080421,8.146798791131005E-10,5.631761723634554E-11,3.470632226054704E-9,2.453464048812748E-6,2.9431461712192686E-9,1.7289494280703366E-9,Pasig,2022-08-04 21:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080422,7.989910955075175E-10,5.53228574062814E-11,3.3669524945878493E-9,2.390301688137697E-6,2.8258637652101015E-9,1.7448655853513628E-9,Pasig,2022-08-04 22:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080423,5.493347998708487E-10,6.130562724138144E-11,2.3346802269230693E-9,2.16443118006282E-6,2.794048770127233E-9,1.7453203327022493E-9,Pasig,2022-08-04 23:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080500,3.6641267797676846E-10,5.327649432729231E-11,1.5083969628904015E-9,2.1217424546193797E-6,2.251909991812795E-9,1.5256773622240871E-9,Pasig,2022-08-05 00:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080501,2.6489033189136535E-10,4.772005013364833E-11,1.1168596047994583E-9,2.1117355117894476E-6,1.8408224944366225E-9,1.6761987353675067E-9,Pasig,2022-08-05 01:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080502,2.1111645764904097E-10,4.523315055848798E-11,9.790713795254646E-10,2.1073433345009107E-6,1.5779871853638383E-9,2.1709638531319797E-9,Pasig,2022-08-05 02:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080503,1.8098944565281272E-10,4.951061782776378E-11,9.117684385273606E-10,2.5133365397778107E-6,1.6771086741584895E-9,2.625711204018444E-9,Pasig,2022-08-05 03:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080504,1.7621459846850485E-10,5.141487235960085E-11,9.113136911764741E-10,2.784380740195047E-6,2.0254486976512E-9,2.8439899324439466E-9,Pasig,2022-08-05 04:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080505,1.9940671336371452E-10,5.880451681150589E-11,1.0495568858459592E-9,3.029230811080197E-6,2.547509758699107E-9,3.560671757441014E-9,Pasig,2022-08-05 05:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080506,2.481783667462878E-10,6.832578947069123E-11,1.3214958016760647E-9,3.7070471989864018E-6,3.3569462765115077E-9,4.793037078343332E-9,Pasig,2022-08-05 06:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080507,2.906972440541722E-10,6.448885869758669E-11,1.4561011285607606E-9,3.71461032955267E-6,3.51702622580774E-9,5.7098077377304435E-9,Pasig,2022-08-05 07:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080508,3.225295586162247E-10,6.292566467891447E-11,1.5097618710768757E-9,3.808110477621085E-6,3.589819552729523E-9,6.573827704414725E-9,Pasig,2022-08-05 08:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080509,3.3855940273497254E-10,5.782396783615695E-11,1.4806573744863272E-9,4.74262469651876E-6,3.1168398972880595E-9,6.781192496418953E-9,Pasig,2022-08-05 09:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080510,3.6550318327499554E-10,5.4498627832799684E-11,1.5588740298611015E-9,4.843612714466872E-6,2.437456902981694E-9,7.47604644857347E-9,Pasig,2022-08-05 10:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022080511,4.0870420936478524E-10,5.135802894074004E-11,1.691205619991365E-9,4.7097109927563E-6,1.9172305965042824E-9,7.1668182499706745E-9,Pasig,2022-08-05 11:00:00,14.5764,121.0851,"{""type"":""MultiPoint"",""coordinates"":[]}"
