datetime,city,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,surface_pressure,boundary_layer_height
2022-07-31 16:00:00+00:00,Manila,25.9,94.792465,0.2,3.8939953,213.6901,1007.9634,360.0
2022-07-31 17:00:00+00:00,Manila,26.15,92.56854,0.2,2.5959969,236.3099,1007.3646,355.0
2022-07-31 18:00:00+00:00,Manila,26.0,92.83746,0.2,3.319036,229.39879,1006.76483,365.0
2022-07-31 19:00:00+00:00,Manila,26.75,85.941574,0.1,1.9386592,201.80147,1006.2679,365.0
2022-07-31 20:00:00+00:00,Manila,26.65,86.190125,0.3,1.1384199,161.56496,1006.36755,335.0
2022-07-31 21:00:00+00:00,Manila,25.25,92.242744,0.0,3.9763298,185.19434,1006.7623,315.0
2022-07-31 22:00:00+00:00,Manila,26.55,85.40739,0.0,2.0991426,149.03632,1007.06647,275.0
2022-07-31 23:00:00+00:00,Manila,26.85,86.727036,0.0,2.7416782,113.19862,1007.0674,125.0
2022-08-01 00:00:00+00:00,Manila,27.2,86.242455,0.0,1.2979984,326.3099,1007.4682,375.0
2022-08-01 01:00:00+00:00,Manila,27.85,83.02386,0.0,0.8049845,63.435013,1007.8701,490.0
2022-08-01 02:00:00+00:00,Manila,28.75,77.851654,0.0,1.484318,194.03627,1007.97314,555.0
2022-08-01 03:00:00+00:00,Manila,29.4,73.86415,0.0,5.904439,232.43134,1007.7756,635.0
2022-08-01 04:00:00+00:00,Manila,29.55,73.66805,0.0,7.968939,251.56496,1007.3763,710.0
2022-08-01 05:00:00+00:00,Manila,30.1,74.42226,0.0,10.308831,257.90524,1006.8787,735.0
2022-08-01 06:00:00+00:00,Manila,28.8,78.0921,1.5,9.686609,228.01286,1006.37476,795.0
2022-08-01 07:00:00+00:00,Manila,28.35,77.09604,0.6,19.969458,236.0234,1006.4731,615.0
2022-08-01 08:00:00+00:00,Manila,26.9,86.73165,0.6,15.277749,235.56094,1006.76807,495.0
2022-08-01 09:00:00+00:00,Manila,26.95,84.42859,0.1,12.7279215,241.2603,1006.9679,500.0
2022-08-01 10:00:00+00:00,Manila,25.4,90.87533,2.1,9.931042,226.46873,1007.8616,520.0
2022-08-01 11:00:00+00:00,Manila,25.25,91.139565,3.4,5.3517847,227.72638,1008.76025,430.0
2022-08-01 12:00:00+00:00,Manila,25.35,91.420395,1.3,6.618519,224.9999,1009.1603,355.0
2022-08-01 13:00:00+00:00,Manila,25.6,90.072586,0.8,4.5820518,224.9999,1009.36066,195.0
2022-08-01 14:00:00+00:00,Manila,25.8,87.94548,0.1,3.396233,237.99466,1009.6613,245.0
2022-08-01 15:00:00+00:00,Manila,25.8,88.210686,0.0,4.072935,224.9999,1010.06085,280.0
2022-08-01 16:00:00+00:00,Manila,25.4,91.42347,0.0,3.219938,206.56499,1009.6597,295.0
2022-08-01 17:00:00+00:00,Manila,25.0,93.62668,0.0,3.319036,192.5288,1009.059,300.0
2022-08-01 18:00:00+00:00,Manila,25.15,92.51503,0.0,2.9024127,119.74479,1008.6598,295.0
2022-08-01 19:00:00+00:00,Manila,24.7,95.605225,0.0,3.396233,122.00535,1007.9589,270.0
2022-08-01 20:00:00+00:00,Manila,24.7,95.31833,0.0,3.396233,147.99466,1007.9589,250.0
2022-08-01 21:00:00+00:00,Manila,25.1,94.19522,0.0,4.3498964,155.55606,1008.16034,250.0
2022-08-01 22:00:00+00:00,Manila,25.3,93.080345,0.0,4.1046314,142.12495,1008.3607,210.0
2022-08-01 23:00:00+00:00,Manila,26.35,89.05284,0.0,6.1305785,130.23628,1008.8641,240.0
2022-08-02 00:00:00+00:00,Manila,27.15,87.01402,0.0,4.5820518,135.0001,1008.467,270.0
2022-08-02 01:00:00+00:00,Manila,28.05,82.55257,0.0,5.495161,148.39255,1008.96954,355.0
2022-08-02 02:00:00+00:00,Manila,28.45,80.41239,0.0,5.8048253,150.2552,1008.87103,520.0
2022-08-02 03:00:00+00:00,Manila,29.1,76.51806,0.0,5.506941,168.69011,1008.87317,680.0
2022-08-02 04:00:00+00:00,Manila,29.6,73.01709,0.0,4.2136917,199.9832,1008.3756,775.0
2022-08-02 05:00:00+00:00,Manila,29.4,73.86415,0.0,5.0142193,201.03758,1007.37604,860.0
2022-08-02 06:00:00+00:00,Manila,30.3,71.19577,0.1,6.1305785,229.76372,1007.07904,785.0
2022-08-02 07:00:00+00:00,Manila,30.3,71.40906,0.0,5.3999996,233.13002,1006.3798,720.0
2022-08-02 08:00:00+00:00,Manila,30.05,72.00869,0.0,5.0911684,261.87,1006.6789,535.0
2022-08-02 09:00:00+00:00,Manila,29.1,74.259026,1.1,7.42159,219.09384,1007.3747,370.0
2022-08-02 10:00:00+00:00,Manila,27.7,85.013855,0.0,9.3876505,184.39862,1007.56976,110.0
2022-08-02 11:00:00+00:00,Manila,26.55,89.870346,0.0,11.620809,163.81073,1008.465,135.0
2022-08-02 12:00:00+00:00,Manila,27.7,89.685974,0.0,4.1046314,164.74483,1008.4689,130.0
2022-08-02 13:00:00+00:00,Manila,27.7,87.84302,0.0,3.6,143.13002,1008.9684,130.0
2022-08-02 14:00:00+00:00,Manila,27.65,88.6248,0.0,5.1919937,123.690094,1009.46783,135.0
2022-08-02 15:00:00+00:00,Manila,27.2,89.6497,0.0,4.8433046,131.98714,1009.4662,135.0
2022-08-02 16:00:00+00:00,Manila,27.05,88.841415,0.0,4.6800003,112.61991,1008.96606,120.0
2022-08-02 17:00:00+00:00,Manila,26.45,91.487434,0.0,3.8773184,111.801476,1008.5646,115.0
2022-08-02 18:00:00+00:00,Manila,26.15,91.46922,0.0,3.319036,77.4712,1008.1638,130.0
2022-08-02 19:00:00+00:00,Manila,25.7,92.822014,0.0,3.8268526,48.814175,1007.76263,160.0
2022-08-02 20:00:00+00:00,Manila,25.45,92.8091,0.0,4.3349743,41.63345,1007.7619,200.0
2022-08-02 21:00:00+00:00,Manila,25.5,91.4296,0.0,5.0142193,21.037588,1007.96173,170.0
2022-08-02 22:00:00+00:00,Manila,25.55,92.25947,0.0,3.671294,11.3098955,1008.2618,175.0
2022-08-02 23:00:00+00:00,Manila,26.4,89.32366,0.0,4.6102495,38.65983,1008.7641,260.0
2022-08-03 00:00:00+00:00,Manila,27.7,84.5081,0.0,4.8965297,53.972538,1008.86847,420.0
2022-08-03 01:00:00+00:00,Manila,28.9,77.87333,0.1,3.4152596,71.564964,1008.9725,585.0
2022-08-03 02:00:00+00:00,Manila,29.9,73.068054,0.0,2.0991426,120.96369,1008.97595,685.0
2022-08-03 03:00:00+00:00,Manila,30.45,70.58644,0.1,5.495161,148.39255,1008.3785,795.0
2022-08-03 04:00:00+00:00,Manila,30.5,69.75529,0.0,8.404285,133.26433,1007.77905,860.0
2022-08-03 05:00:00+00:00,Manila,30.6,69.14972,0.0,7.386582,136.97493,1006.88025,920.0
2022-08-03 06:00:00+00:00,Manila,31.15,65.81667,0.0,6.638072,139.39879,1006.08295,965.0
2022-08-03 07:00:00+00:00,Manila,31.35,63.33313,0.0,6.0347,197.35411,1006.08356,985.0
2022-08-03 08:00:00+00:00,Manila,29.8,72.8327,0.2,6.1305785,220.23628,1006.1784,965.0
2022-08-03 09:00:00+00:00,Manila,28.95,80.71701,0.0,6.297428,210.96368,1006.37537,780.0
2022-08-03 10:00:00+00:00,Manila,28.3,78.25479,2.9,2.1897945,99.46225,1006.6729,145.0
2022-08-03 11:00:00+00:00,Manila,26.4,88.52497,3.7,8.891344,158.62932,1007.76514,140.0
2022-08-03 12:00:00+00:00,Manila,28.75,89.235214,1.7,3.2599385,173.6599,1007.67346,180.0
2022-08-03 13:00:00+00:00,Manila,28.7,87.66817,0.0,5.6920996,198.43504,1007.873,225.0
2022-08-03 14:00:00+00:00,Manila,26.35,86.42084,4.9,16.595179,319.39877,1009.3635,205.0
2022-08-03 15:00:00+00:00,Manila,24.65,92.48806,3.5,6.9247384,242.10283,1009.0578,190.0
2022-08-03 16:00:00+00:00,Manila,25.2,91.96298,0.1,4.3498964,335.55606,1009.5592,185.0
2022-08-03 17:00:00+00:00,Manila,24.75,95.320045,0.2,2.8116899,140.19447,1008.6585,180.0
2022-08-03 18:00:00+00:00,Manila,24.65,95.891365,0.0,3.5455887,113.962494,1008.3586,115.0
2022-08-03 19:00:00+00:00,Manila,24.55,96.46652,0.0,3.96,90.0,1007.7588,160.0
2022-08-03 20:00:00+00:00,Manila,24.5,95.8868,0.0,2.6208394,105.945465,1007.45886,250.0
2022-08-03 21:00:00+00:00,Manila,24.75,94.180466,0.0,3.7064266,60.94549,1007.2599,230.0
2022-08-03 22:00:00+00:00,Manila,24.9,94.754524,0.0,4.072935,44.999897,1007.5603,220.0
2022-08-03 23:00:00+00:00,Manila,25.9,88.75104,0.0,4.3349743,48.366554,1008.26306,315.0
2022-08-04 00:00:00+00:00,Manila,27.15,87.274155,0.0,2.16,360.0,1008.66675,435.0
2022-08-04 01:00:00+00:00,Manila,28.15,85.05985,0.1,2.2768397,251.56496,1008.77014,515.0
2022-08-04 02:00:00+00:00,Manila,28.7,82.383484,0.2,4.2136917,199.9832,1008.47235,605.0
2022-08-04 03:00:00+00:00,Manila,29.3,79.808334,0.2,3.5455887,156.0375,1007.7752,680.0
2022-08-04 04:00:00+00:00,Manila,29.15,80.50312,0.3,2.3051248,128.65984,1007.27515,840.0
2022-08-04 05:00:00+00:00,Manila,29.5,80.07208,0.5,2.4149535,63.435013,1006.77686,745.0
2022-08-04 06:00:00+00:00,Manila,29.8,79.4031,0.5,2.1897945,189.46225,1006.1784,720.0
2022-08-04 07:00:00+00:00,Manila,27.15,84.449844,11.4,10.739832,140.44037,1006.7687,375.0
2022-08-04 08:00:00+00:00,Manila,25.8,92.273315,1.0,10.823973,86.186005,1006.3647,275.0
2022-08-04 09:00:00+00:00,Manila,25.75,94.222496,2.1,7.42159,39.09386,1006.0646,295.0
2022-08-04 10:00:00+00:00,Manila,25.2,95.90786,3.4,6.924738,81.02746,1006.862,220.0
2022-08-04 11:00:00+00:00,Manila,25.4,90.87533,2.9,2.3051248,231.34016,1007.1623,210.0
2022-08-04 12:00:00+00:00,Manila,25.6,90.072586,0.1,4.3349743,48.366554,1007.4626,220.0
2022-08-04 13:00:00+00:00,Manila,25.75,89.00654,0.2,6.130579,3.3664,1007.96265,125.0
2022-08-04 14:00:00+00:00,Manila,25.85,90.36088,0.0,7.8954163,335.77228,1008.7622,165.0
2022-08-04 15:00:00+00:00,Manila,24.95,93.06284,1.3,10.799999,323.13004,1008.95886,245.0
2022-08-04 16:00:00+00:00,Manila,24.65,93.61052,1.3,10.739833,13.5704565,1007.9589,265.0
2022-08-04 17:00:00+00:00,Manila,24.7,94.17836,2.7,6.924738,8.97255,1007.6593,260.0
2022-08-04 18:00:00+00:00,Manila,24.45,92.75711,5.6,1.609969,296.56497,1007.05927,245.0
2022-08-04 19:00:00+00:00,Manila,24.65,91.37734,2.8,3.8268526,318.81415,1006.7602,225.0
2022-08-04 20:00:00+00:00,Manila,24.65,92.76754,2.8,6.151683,339.44388,1006.1608,210.0
2022-08-04 21:00:00+00:00,Manila,24.85,92.77798,1.4,5.8048253,330.25522,1006.4611,215.0
2022-08-04 22:00:00+00:00,Manila,25.0,92.78578,0.1,6.379216,343.61038,1006.8613,260.0
2022-08-04 23:00:00+00:00,Manila,25.15,94.48032,0.3,5.8603754,42.510403,1007.2612,275.0
2022-08-05 00:00:00+00:00,Manila,25.65,93.93708,2.4,9.3876505,4.398633,1007.3631,305.0
2022-08-05 01:00:00+00:00,Manila,26.45,89.327354,0.3,3.6,323.13,1007.36584,335.0
2022-08-05 02:00:00+00:00,Manila,26.75,86.71784,0.7,9.107359,341.56494,1007.167,425.0
2022-08-05 03:00:00+00:00,Manila,26.8,84.92119,1.0,7.42159,320.90613,1007.16736,410.0
2022-08-05 04:00:00+00:00,Manila,26.45,88.264206,4.6,12.303366,290.55612,1006.96625,405.0
2022-08-05 05:00:00+00:00,Manila,26.05,90.104164,1.8,15.03835,281.0409,1006.2654,390.0
2022-08-05 06:00:00+00:00,Manila,25.8,91.44792,2.6,14.759999,282.68036,1005.6654,415.0
2022-08-05 07:00:00+00:00,Manila,25.8,90.35749,6.6,13.896187,306.57312,1005.066,455.0
2022-08-05 08:00:00+00:00,Manila,25.5,89.52493,4.3,10.163227,337.06787,1004.765,465.0
2022-08-05 09:00:00+00:00,Manila,25.4,90.330086,2.0,12.324414,353.29025,1004.7648,460.0
2022-08-05 10:00:00+00:00,Manila,25.0,92.78578,1.4,12.181625,18.970512,1004.96326,415.0
2022-08-05 11:00:00+00:00,Manila,24.65,93.61052,0.6,12.287555,31.827414,1005.7612,400.0
2022-08-05 12:00:00+00:00,Manila,25.5,93.9305,0.3,5.8603754,280.6196,1006.1636,340.0
2022-08-05 13:00:00+00:00,Manila,25.4,93.08533,11.0,2.8116899,230.19447,1006.8626,270.0
2022-08-05 14:00:00+00:00,Manila,25.1,91.95723,6.9,6.439876,206.56499,1007.1614,260.0
2022-08-05 15:00:00+00:00,Manila,25.2,93.91729,3.3,11.720751,222.5104,1006.9619,215.0
2022-08-05 16:00:00+00:00,Manila,25.35,91.971634,1.8,13.18308,214.9921,1006.36316,290.0
2022-08-05 17:00:00+00:00,Manila,25.35,92.248344,0.3,15.0038395,210.25635,1005.76373,295.0
2022-08-05 18:00:00+00:00,Manila,25.4,89.78768,0.3,18.58451,211.53474,1005.3642,400.0
2022-08-05 19:00:00+00:00,Manila,25.25,90.86555,0.1,19.966211,205.64096,1005.164,485.0
2022-08-05 20:00:00+00:00,Manila,24.9,91.94571,1.0,15.256526,199.29015,1005.46246,505.0
2022-08-05 21:00:00+00:00,Manila,24.9,92.78058,0.5,14.759999,192.68037,1005.46246,595.0
2022-08-05 22:00:00+00:00,Manila,25.3,87.37317,0.6,15.328561,170.53775,1005.6635,385.0
2022-08-05 23:00:00+00:00,Manila,25.45,88.98329,0.5,11.928989,185.19434,1006.2634,400.0
2022-08-06 00:00:00+00:00,Manila,26.45,85.65453,0.1,11.988594,221.34767,1006.7664,435.0
2022-08-06 01:00:00+00:00,Manila,27.1,83.18704,0.0,12.313894,217.87505,1006.9685,480.0
2022-08-06 02:00:00+00:00,Manila,27.6,81.51618,0.0,13.551501,219.61066,1006.8702,510.0
2022-08-06 03:00:00+00:00,Manila,28.35,78.02749,0.1,11.457958,226.27295,1006.77277,510.0
2022-08-06 04:00:00+00:00,Manila,28.3,77.78647,0.2,11.183201,236.82147,1006.1734,580.0
2022-08-06 05:00:00+00:00,Manila,28.5,76.887215,0.1,12.879752,243.43501,1005.3748,595.0
2022-08-06 06:00:00+00:00,Manila,28.3,78.48988,2.4,15.077082,236.68936,1004.87476,610.0
2022-08-06 07:00:00+00:00,Manila,27.5,79.08867,2.5,19.576189,237.77127,1004.97174,630.0
2022-08-06 08:00:00+00:00,Manila,26.6,85.4124,0.3,13.246826,227.20262,1004.8688,535.0
2022-08-06 09:00:00+00:00,Manila,26.6,83.8847,0.2,9.387651,212.47118,1005.16846,420.0
2022-08-06 10:00:00+00:00,Manila,26.2,86.66707,0.1,3.319036,192.5288,1005.7666,415.0
2022-08-06 11:00:00+00:00,Manila,25.65,88.731255,0.8,2.968636,194.03627,1006.26416,365.0
2022-08-06 12:00:00+00:00,Manila,26.4,91.75771,0.1,4.510787,151.38963,1006.56635,320.0
2022-08-06 13:00:00+00:00,Manila,25.75,93.941444,0.1,3.396233,122.00535,1007.1635,265.0
2022-08-06 14:00:00+00:00,Manila,26.0,94.232925,0.2,5.95906,115.01687,1007.1645,240.0
2022-08-06 15:00:00+00:00,Manila,25.75,94.78678,0.1,3.6,126.86999,1007.1635,245.0
2022-08-06 16:00:00+00:00,Manila,25.55,93.37201,0.1,4.3349743,131.63345,1006.8632,265.0
2022-08-06 17:00:00+00:00,Manila,25.7,90.62233,0.4,1.9386592,338.19852,1006.56384,215.0
2022-08-06 18:00:00+00:00,Manila,25.4,94.20783,0.1,2.6208394,285.94547,1005.76373,235.0
2022-08-06 19:00:00+00:00,Manila,25.05,94.76022,0.0,2.4149535,333.43503,1006.0621,255.0
2022-08-06 20:00:00+00:00,Manila,25.0,92.78578,0.0,4.198285,59.03632,1005.86237,280.0
2022-08-06 21:00:00+00:00,Manila,24.75,94.180466,0.0,6.28713,66.37061,1005.96124,250.0
2022-08-06 22:00:00+00:00,Manila,24.7,94.746826,0.0,5.3999996,53.13002,1006.2607,190.0
2022-08-06 23:00:00+00:00,Manila,25.35,93.36244,0.0,6.638072,49.398785,1006.8626,185.0
2022-08-07 00:00:00+00:00,Manila,27.4,84.72939,0.0,5.00128,120.256355,1006.9695,250.0
2022-08-07 01:00:00+00:00,Manila,28.5,79.2262,0.0,6.1305785,130.23628,1006.8733,310.0
2022-08-07 02:00:00+00:00,Manila,29.25,76.76982,0.0,8.587338,146.97614,1007.07556,480.0
2022-08-07 03:00:00+00:00,Manila,30.05,71.57873,0.1,8.049845,153.43501,1007.0784,590.0
2022-08-07 04:00:00+00:00,Manila,29.25,74.28363,0.1,10.1376915,186.1154,1006.676,690.0
2022-08-07 05:00:00+00:00,Manila,26.2,87.97914,4.4,4.896529,162.89719,1006.76556,315.0
2022-08-07 06:00:00+00:00,Manila,27.3,84.21325,0.5,9.504272,127.30403,1006.1699,515.0
2022-08-07 07:00:00+00:00,Manila,26.85,85.69403,0.5,10.948973,152.59251,1005.76874,460.0
2022-08-07 08:00:00+00:00,Manila,25.9,91.180534,1.1,8.714677,141.7098,1005.96545,425.0
2022-08-07 09:00:00+00:00,Manila,25.7,92.26777,1.5,9.793059,126.027466,1005.9645,295.0
2022-08-07 10:00:00+00:00,Manila,25.7,93.37915,1.8,10.086427,124.82456,1006.3641,285.0
2022-08-07 11:00:00+00:00,Manila,25.8,93.38394,1.5,9.220499,141.34016,1007.1639,305.0
2022-08-07 12:00:00+00:00,Manila,26.35,91.48137,1.6,7.6367526,135.0001,1007.1658,320.0
2022-08-07 13:00:00+00:00,Manila,25.8,94.50627,0.3,3.4152596,161.56496,1008.16284,340.0
2022-08-07 14:00:00+00:00,Manila,26.0,94.51419,0.5,6.9247384,152.10283,1008.563,430.0
2022-08-07 15:00:00+00:00,Manila,25.85,94.50823,0.8,9.504273,155.37645,1008.66235,500.0
2022-08-07 16:00:00+00:00,Manila,25.8,92.273315,1.4,10.805998,150.01845,1008.16284,405.0
2022-08-07 17:00:00+00:00,Manila,25.6,92.26222,1.5,8.654986,163.0724,1007.6624,450.0
2022-08-07 18:00:00+00:00,Manila,25.4,93.926125,2.1,3.6,143.13002,1006.9625,320.0
2022-08-07 19:00:00+00:00,Manila,25.45,94.20993,1.0,9.605998,102.99462,1005.764,360.0
2022-08-07 20:00:00+00:00,Manila,25.5,94.212036,1.0,9.178235,138.17992,1005.56415,330.0
2022-08-07 21:00:00+00:00,Manila,25.5,94.77733,2.0,5.506941,168.69011,1006.1636,320.0
2022-08-07 22:00:00+00:00,Manila,25.5,95.63083,1.3,6.792466,147.99466,1006.3634,250.0
2022-08-07 23:00:00+00:00,Manila,25.5,95.63083,0.9,5.00128,149.74365,1006.86285,230.0
2022-08-08 00:00:00+00:00,Manila,26.05,90.104164,0.8,4.510787,28.610369,1007.66394,260.0
2022-08-08 01:00:00+00:00,Manila,26.0,91.18679,0.3,8.404285,43.26433,1007.564,265.0
2022-08-08 02:00:00+00:00,Manila,26.9,85.95614,0.2,6.151683,69.44387,1007.6672,300.0
2022-08-08 03:00:00+00:00,Manila,27.8,79.84673,0.2,5.7599998,90.0,1007.6699,355.0
2022-08-08 04:00:00+00:00,Manila,28.2,75.465706,0.1,5.0911684,98.13002,1007.0721,455.0
2022-08-08 05:00:00+00:00,Manila,28.55,73.058014,0.0,3.6,143.13002,1006.27423,625.0
2022-08-08 06:00:00+00:00,Manila,28.95,72.03228,0.0,3.4152596,161.56496,1005.6761,675.0
2022-08-08 07:00:00+00:00,Manila,28.9,71.80642,0.1,10.990322,121.60746,1005.2762,390.0
2022-08-08 08:00:00+00:00,Manila,26.95,84.9367,3.3,13.392774,143.74608,1005.96893,440.0
2022-08-08 09:00:00+00:00,Manila,25.65,87.932816,6.1,13.891522,148.78166,1006.7637,455.0
2022-08-08 10:00:00+00:00,Manila,25.4,92.52847,1.3,12.261157,130.23628,1007.0624,255.0
2022-08-08 11:00:00+00:00,Manila,25.35,93.36244,0.6,7.386582,133.02507,1007.8616,285.0
2022-08-08 12:00:00+00:00,Manila,26.05,91.73711,0.3,12.181624,145.84026,1008.16345,320.0
2022-08-08 13:00:00+00:00,Manila,26.0,91.18679,0.9,12.819235,128.15727,1008.3632,275.0
2022-08-08 14:00:00+00:00,Manila,25.75,92.547195,0.2,10.086427,145.17545,1008.662,270.0
2022-08-08 15:00:00+00:00,Manila,25.9,90.63567,0.1,15.03835,132.0891,1008.56274,280.0
2022-08-08 16:00:00+00:00,Manila,25.7,91.99171,0.1,11.966954,133.7812,1007.76263,260.0
2022-08-08 17:00:00+00:00,Manila,25.5,93.36963,0.1,10.44,136.39711,1007.2624,275.0
2022-08-08 18:00:00+00:00,Manila,25.55,93.092804,0.0,10.514218,141.95291,1006.8632,250.0
2022-08-08 19:00:00+00:00,Manila,25.4,93.926125,0.0,8.209263,142.12495,1006.56287,255.0
2022-08-08 20:00:00+00:00,Manila,25.45,93.36721,0.0,9.693296,148.67137,1006.3634,220.0
2022-08-08 21:00:00+00:00,Manila,25.5,92.81169,0.1,10.009036,142.3057,1006.5631,210.0
2022-08-08 22:00:00+00:00,Manila,25.6,92.26222,0.1,7.9932966,144.16226,1006.7633,225.0
2022-08-08 23:00:00+00:00,Manila,26.3,89.04904,0.1,9.220499,141.34016,1007.1654,170.0
2022-08-09 00:00:00+00:00,Manila,27.55,85.76279,0.5,6.519877,173.6599,1007.16986,290.0
2022-08-09 01:00:00+00:00,Manila,28.6,81.15455,0.0,5.6920996,161.56496,1007.473,475.0
2022-08-09 02:00:00+00:00,Manila,29.1,74.93055,0.1,6.8777895,227.12111,1007.57446,775.0
2022-08-09 03:00:00+00:00,Manila,29.3,74.96259,0.2,10.30883,245.22488,1007.67535,920.0
2022-08-09 04:00:00+00:00,Manila,29.55,73.22784,0.3,13.527572,244.7989,1007.2763,990.0
2022-08-09 05:00:00+00:00,Manila,30.05,67.40105,0.1,15.463246,245.22488,1006.47906,980.0
2022-08-09 06:00:00+00:00,Manila,29.7,67.33191,0.0,17.551615,244.48618,1006.0781,980.0
2022-08-09 07:00:00+00:00,Manila,29.2,67.64236,0.0,21.611996,240.01845,1005.97644,870.0
2022-08-09 08:00:00+00:00,Manila,28.6,71.53648,0.0,17.399586,245.55606,1005.8747,810.0
2022-08-09 09:00:00+00:00,Manila,28.2,72.99821,0.0,11.770403,246.57129,1006.17303,650.0
2022-08-09 10:00:00+00:00,Manila,27.6,78.8646,0.0,4.896529,252.89719,1006.57043,260.0
2022-08-09 11:00:00+00:00,Manila,26.8,86.98249,0.0,4.802999,257.00537,1007.0674,135.0
2022-08-09 12:00:00+00:00,Manila,27.05,84.43923,0.0,5.8048253,277.1249,1007.16797,145.0
2022-08-09 13:00:00+00:00,Manila,26.45,88.264206,0.0,4.6102495,218.65984,1008.06506,160.0
2022-08-09 14:00:00+00:00,Manila,26.1,93.12002,0.0,4.68,180.0,1008.66327,215.0
2022-08-09 15:00:00+00:00,Manila,25.9,93.66799,0.0,5.5887027,255.06853,1008.26306,240.0
2022-08-09 16:00:00+00:00,Manila,25.6,95.064674,0.0,6.1305785,229.76372,1007.56244,210.0
2022-08-09 17:00:00+00:00,Manila,25.75,93.66112,0.0,3.7064266,209.0545,1007.4632,220.0
2022-08-09 18:00:00+00:00,Manila,25.35,94.48828,0.0,4.1046314,195.25517,1006.9625,195.0
2022-08-09 19:00:00+00:00,Manila,25.05,95.616455,0.0,3.396233,122.00535,1006.4617,130.0
2022-08-09 20:00:00+00:00,Manila,26.1,89.301056,0.0,1.8,53.13002,1006.4655,70.0
2022-08-09 21:00:00+00:00,Manila,26.05,89.297295,0.0,2.0991426,59.03632,1006.665,330.0
2022-08-09 22:00:00+00:00,Manila,25.9,90.09366,0.0,1.835647,78.6901,1007.0643,125.0
2022-08-09 23:00:00+00:00,Manila,26.4,88.790474,0.0,1.0182338,44.999897,1007.2657,185.0
2022-08-10 00:00:00+00:00,Manila,27.95,80.10667,0.0,1.8,233.13002,1007.87036,345.0
2022-08-10 01:00:00+00:00,Manila,29.2,74.27543,0.1,2.968636,165.96373,1007.8746,480.0
2022-08-10 02:00:00+00:00,Manila,29.8,68.58338,0.0,5.7599998,180.0,1007.9766,755.0
2022-08-10 03:00:00+00:00,Manila,30.05,68.83827,0.0,5.634891,206.56499,1007.67786,1080.0
2022-08-10 04:00:00+00:00,Manila,30.5,67.692856,0.2,6.638072,229.39879,1007.1797,1195.0
2022-08-10 05:00:00+00:00,Manila,30.45,67.68308,0.1,9.565437,250.20103,1006.58026,1170.0
2022-08-10 06:00:00+00:00,Manila,30.1,68.43451,0.0,14.84318,255.96373,1006.47906,1115.0
2022-08-10 07:00:00+00:00,Manila,29.65,70.22873,0.0,15.379206,249.44386,1006.3776,975.0
2022-08-10 08:00:00+00:00,Manila,28.9,73.559326,0.0,12.413476,253.14151,1006.475,860.0
2022-08-10 09:00:00+00:00,Manila,28.55,78.29037,0.0,8.654986,253.0724,1006.87366,740.0
2022-08-10 10:00:00+00:00,Manila,28.1,81.57799,0.1,4.6938257,237.52882,1006.972,430.0
2022-08-10 11:00:00+00:00,Manila,27.05,89.638794,0.0,4.39436,235.0079,1007.2678,170.0
2022-08-10 12:00:00+00:00,Manila,28.35,78.73253,0.0,0.5091169,44.999897,1008.5709,165.0
2022-08-10 13:00:00+00:00,Manila,27.05,87.00503,0.0,4.379589,80.53775,1008.96606,105.0
2022-08-10 14:00:00+00:00,Manila,27.05,86.2282,0.0,3.2399998,90.0,1009.26575,135.0
2022-08-10 15:00:00+00:00,Manila,26.75,89.34988,0.0,2.16,90.0,1009.26483,125.0
2022-08-10 16:00:00+00:00,Manila,26.2,93.96107,0.0,3.4152596,161.56496,1008.66364,110.0
2022-08-10 17:00:00+00:00,Manila,25.8,95.07186,0.0,4.39436,145.0079,1007.6633,115.0
2022-08-10 18:00:00+00:00,Manila,25.75,93.38156,0.0,4.3349743,138.36655,1006.7639,135.0
2022-08-10 19:00:00+00:00,Manila,25.5,93.09027,0.0,4.0249224,100.30479,1006.96277,135.0
2022-08-10 20:00:00+00:00,Manila,25.25,92.79875,0.0,3.7064266,60.94549,1007.062,140.0
2022-08-10 21:00:00+00:00,Manila,25.0,92.78578,0.0,3.6,53.13002,1007.161,120.0
2022-08-10 22:00:00+00:00,Manila,25.15,92.793564,0.0,2.7416782,23.198618,1008.06036,115.0
2022-08-10 23:00:00+00:00,Manila,26.35,87.46538,0.0,2.5959969,33.6901,1008.56433,160.0
2022-08-11 00:00:00+00:00,Manila,27.8,81.540985,0.0,1.835647,11.3098955,1008.7688,280.0
2022-08-11 01:00:00+00:00,Manila,28.4,80.16596,0.2,5.0142193,248.96242,1008.9709,560.0
2022-08-11 02:00:00+00:00,Manila,28.25,80.38634,0.4,10.495713,264.09396,1009.3698,675.0
2022-08-11 03:00:00+00:00,Manila,28.25,80.146225,0.9,10.594036,260.21765,1009.26984,810.0
2022-08-11 04:00:00+00:00,Manila,28.25,78.24766,0.3,10.787993,244.2901,1009.07007,920.0
2022-08-11 05:00:00+00:00,Manila,28.4,78.503975,0.1,8.913181,226.63654,1007.8721,950.0
2022-08-11 06:00:00+00:00,Manila,28.8,78.32589,0.1,12.682018,235.40765,1007.47363,710.0
2022-08-11 07:00:00+00:00,Manila,28.85,76.93966,0.1,13.18308,235.0079,1007.57385,720.0
